No,RegNo,Sex,IT 121 MK,IT 121 GP,IT 121 CU,IT 122 MK,IT 122 GP,IT 122 CU,IT 123 MK,IT 123 GP,IT 123 CU,IT 124 MK,IT 124 GP,IT 124 CU,IT 125 MK,IT 125 GP,IT 125 CU,IT 126 MK,IT 126 GP,IT 126 CU,TCU,TWS,GPA,PTCU,PTWS,PGPA,CTCU,CTWS,CGPA,REMARKS
55,12/U/310/ITD/GV,M,80,5,3,75,4.5,3,67,3.5,3,84,5,4,63,3,4,76,4.5,3,20,84.5,4.23,23,96.5,4.2,43,181,4.21,NP(DL)
